,Date,Open,High,Low,Close,Volume
0,2021-08-25 08:00:00,149.72,149.89,149.69,149.85,1638.0
1,2021-08-25 08:05:00,149.93,149.98,149.87,149.98,2934.0
2,2021-08-25 08:10:00,149.91,150.0,149.91,149.98,7044.0
3,2021-08-25 08:15:00,149.94,150.1,149.94,150.1,3965.0
4,2021-08-25 08:20:00,150.1,150.18,150.05,150.06,5679.0
5,2021-08-25 08:25:00,150.14,150.15,150.0,150.0,2382.0
6,2021-08-25 08:30:00,150.11,150.15,150.11,150.15,796.0
7,2021-08-25 08:35:00,150.11,150.13,150.11,150.13,2152.0
8,2021-08-25 08:40:00,150.11,150.12,150.1,150.1,1090.0
9,2021-08-25 08:45:00,150.09,150.09,150.09,150.09,381.0
10,2021-08-25 08:55:00,150.15,150.19,150.15,150.19,4531.0
11,2021-08-25 09:00:00,150.06,150.06,150.04,150.04,914.0
12,2021-08-25 09:20:00,150.13,150.13,150.13,150.13,218.0
13,2021-08-25 09:25:00,150.13,150.16,150.12,150.12,855.0
14,2021-08-25 09:30:00,150.1,150.1,150.0,150.03,2429.0
15,2021-08-25 09:35:00,150.0,150.03,150.0,150.03,884.0
16,2021-08-25 09:45:00,149.98,150.16,149.98,150.16,4098.0
17,2021-08-25 10:00:00,150.05,150.13,150.05,150.13,1334.0
18,2021-08-25 10:05:00,150.13,150.14,150.05,150.05,1073.0
19,2021-08-25 10:10:00,150.05,150.05,150.04,150.04,353.0
20,2021-08-25 10:15:00,150.05,150.16,150.01,150.16,6807.0
21,2021-08-25 10:20:00,150.14,150.15,150.14,150.15,800.0
22,2021-08-25 10:25:00,150.06,150.06,149.99,149.99,5000.0
23,2021-08-25 10:30:00,150.0,150.13,149.99,150.13,5094.0
24,2021-08-25 10:35:00,150.1,150.2,150.1,150.2,12420.0
25,2021-08-25 10:40:00,150.24,150.24,150.08,150.08,2012.0
26,2021-08-25 10:45:00,150.1,150.12,150.08,150.08,1584.0
27,2021-08-25 10:50:00,150.09,150.09,150.09,150.09,151.0
