,Date,Open,High,Low,Close,Volume
0,2023-01-03 09:00:00,384.0,386.54,384.0,386.51,26198.0
1,2023-01-03 09:05:00,386.5,386.53,385.91,385.96,50073.0
2,2023-01-03 09:10:00,386.18,386.51,386.13,386.51,7497.0
3,2023-01-03 09:15:00,386.54,386.79,386.28,386.28,8990.0
4,2023-01-03 09:20:00,386.48,386.7,386.48,386.7,3736.0
5,2023-01-03 09:25:00,386.79,386.83,386.47,386.5,8607.0
6,2023-01-03 09:30:00,386.68,386.68,386.5,386.65,3851.0
7,2023-01-03 09:35:00,386.68,386.75,386.41,386.41,4437.0
8,2023-01-03 09:40:00,386.47,386.74,386.47,386.49,14897.0
9,2023-01-03 09:45:00,386.53,386.74,386.53,386.74,2422.0
10,2023-01-03 09:50:00,386.72,386.81,386.7,386.7,2347.0
11,2023-01-03 09:55:00,386.66,386.83,386.64,386.83,13347.0
12,2023-01-03 10:00:00,386.63,386.63,386.63,386.63,498.0
13,2023-01-03 10:05:00,386.64,386.64,386.45,386.45,5186.0
14,2023-01-03 10:10:00,386.46,386.48,386.14,386.14,5183.0
15,2023-01-03 10:15:00,386.2,386.25,386.0,386.0,10538.0
16,2023-01-03 10:20:00,385.96,385.96,385.75,385.79,26619.0
17,2023-01-03 10:25:00,385.78,385.86,385.73,385.82,4175.0
18,2023-01-03 10:30:00,385.77,385.91,385.71,385.91,1964.0
19,2023-01-03 10:35:00,385.81,385.87,385.62,385.85,8418.0
20,2023-01-03 10:40:00,385.85,386.05,385.83,386.04,48274.0
21,2023-01-03 10:45:00,386.03,386.16,386.03,386.07,2261.0
22,2023-01-03 10:50:00,386.06,386.13,386.06,386.13,2243.0
23,2023-01-03 10:55:00,386.21,386.21,386.06,386.06,372.0
24,2023-01-03 11:00:00,385.9,386.0,385.85,386.0,907.0
25,2023-01-03 11:05:00,386.0,386.0,385.74,385.74,2691.0
26,2023-01-03 11:10:00,385.77,385.77,385.39,385.42,5294.0
27,2023-01-03 11:15:00,385.4,385.58,385.38,385.4,4587.0
28,2023-01-03 11:20:00,385.4,385.57,385.4,385.49,4438.0
29,2023-01-03 11:25:00,385.5,385.61,385.49,385.53,2455.0
30,2023-01-03 11:30:00,385.57,385.67,385.53,385.58,9763.0
31,2023-01-03 11:35:00,385.61,385.61,385.46,385.53,3250.0
32,2023-01-03 11:40:00,385.46,385.46,383.93,384.02,29648.0
33,2023-01-03 11:45:00,384.01,384.2,383.52,383.95,35409.0
34,2023-01-03 11:50:00,383.98,384.12,383.75,383.96,13976.0
35,2023-01-03 11:55:00,384.0,384.19,383.92,383.96,17060.0
36,2023-01-03 12:00:00,383.95,384.01,383.39,383.61,45251.0
37,2023-01-03 12:05:00,383.55,383.79,383.51,383.51,36117.0
38,2023-01-03 12:10:00,383.5,383.72,383.34,383.7,30660.0
39,2023-01-03 12:15:00,383.65,383.92,383.55,383.92,31271.0
40,2023-01-03 12:20:00,383.88,384.16,383.84,384.04,27799.0
41,2023-01-03 12:25:00,384.09,384.1,383.82,383.82,19770.0
42,2023-01-03 12:30:00,383.82,384.28,383.82,384.27,12901.0
43,2023-01-03 12:35:00,384.25,384.27,384.08,384.27,11560.0
44,2023-01-03 12:40:00,384.32,384.44,384.28,384.33,5727.0
45,2023-01-03 12:45:00,384.35,384.35,383.95,384.28,7867.0
46,2023-01-03 12:50:00,384.24,384.25,384.0,384.0,46032.0
47,2023-01-03 12:55:00,383.9,384.31,383.87,384.31,126066.0
48,2023-01-03 13:00:00,383.53,386.7204,382.77,384.71,158483.0
49,2023-01-03 13:05:00,384.69,384.75,383.44,383.55,182445.0
50,2023-01-03 13:10:00,383.55,384.0,383.43,383.97,115867.0
51,2023-01-03 13:15:00,383.89,384.1,383.4,384.06,87905.0
52,2023-01-03 13:20:00,384.14,384.66,384.1,384.49,73571.0
53,2023-01-03 13:25:00,384.49,384.51,384.04,384.15,37042.0
54,2023-01-03 13:30:00,384.13,384.34,384.0,384.19,20405.0
55,2023-01-03 13:35:00,384.2,384.52,384.17,384.5,26487.0
56,2023-01-03 13:40:00,384.52,384.62,384.36,384.5,54216.0
57,2023-01-03 13:45:00,384.54,384.65,384.48,384.64,27803.0
