Datetime,Open,High,Low,Close,Adj Close,Volume,Pivot
2022-01-03 09:30:00-05:00,182.91000366210938,186.8800048828125,182.24000549316406,185.50999450683594,185.50999450683594,1578577,-1
2022-01-03 10:30:00-05:00,185.52000427246094,186.02000427246094,184.0399932861328,185.6887969970703,185.6887969970703,684902,0
2022-01-03 11:30:00-05:00,185.6999969482422,185.8699951171875,184.7100067138672,185.72000122070312,185.72000122070312,410995,0
2022-01-03 12:30:00-05:00,185.6699981689453,185.75990295410156,184.91000366210938,184.95700073242188,184.95700073242188,379579,0
2022-01-03 13:30:00-05:00,184.9600067138672,185.6699981689453,184.89999389648438,185.58580017089844,185.58580017089844,524727,0
2022-01-03 14:30:00-05:00,185.62100219726562,186.1699981689453,185.4199981689453,185.61000061035156,185.61000061035156,482012,0
2022-01-03 15:30:00-05:00,185.59500122070312,186.33999633789062,185.4550018310547,186.2100067138672,186.2100067138672,868160,1
2022-01-04 09:30:00-05:00,187.0,188.92999267578125,185.6300048828125,186.17999267578125,186.17999267578125,1808332,0
2022-01-04 10:30:00-05:00,186.0800018310547,186.2050018310547,181.00999450683594,181.86000061035156,181.86000061035156,1497690,-1
2022-01-04 11:30:00-05:00,181.8699951171875,183.44000244140625,181.72000122070312,183.10499572753906,183.10499572753906,688904,0
2022-01-04 12:30:00-05:00,183.10000610351562,184.22999572753906,182.7949981689453,184.00999450683594,184.00999450683594,436213,0
2022-01-04 13:30:00-05:00,184.02059936523438,185.87950134277344,183.3000030517578,184.77999877929688,184.77999877929688,943251,0
2022-01-04 14:30:00-05:00,184.83990478515625,187.05999755859375,184.75999450683594,186.86000061035156,186.86000061035156,1040657,0
2022-01-04 15:30:00-05:00,186.8800048828125,187.82659912109375,186.5399932861328,187.22000122070312,187.22000122070312,989762,0
2022-01-05 09:30:00-05:00,186.5,192.47999572753906,184.83999633789062,191.83999633789062,191.83999633789062,3072306,0
2022-01-05 10:30:00-05:00,191.77999877929688,192.57000732421875,189.3000030517578,192.1699981689453,192.1699981689453,2906417,0
