Datetime,Open,High,Low,Close,Adj Close,Volume
2022-01-03 09:30:00-05:00,566.6500244140625,573.989990234375,553.2672729492188,560.8400268554688,560.8400268554688,735229
2022-01-03 10:30:00-05:00,560.97998046875,563.77001953125,558.3400268554688,561.3499755859375,561.3499755859375,401235
2022-01-03 11:30:00-05:00,561.2550048828125,563.47998046875,559.6099853515625,560.5900268554688,560.5900268554688,237448
2022-01-03 12:30:00-05:00,560.9400024414062,561.5800170898438,559.5020141601562,561.3200073242188,561.3200073242188,202793
2022-01-03 13:30:00-05:00,561.25,563.5,560.7650146484375,560.8400268554688,560.8400268554688,233959
2022-01-03 14:30:00-05:00,560.8049926757812,563.1400146484375,559.5800170898438,562.4600219726562,562.4600219726562,304075
2022-01-03 15:30:00-05:00,562.5250244140625,565.0,561.7116088867188,564.3699951171875,564.3699951171875,385584
2022-01-04 09:30:00-05:00,563.9000244140625,564.2999877929688,549.3499755859375,550.9000244140625,550.9000244140625,665153
2022-01-04 10:30:00-05:00,550.9249877929688,551.1300048828125,543.1199951171875,547.1500244140625,547.1500244140625,756872
2022-01-04 11:30:00-05:00,547.1500244140625,549.14501953125,544.9500122070312,545.1400146484375,545.1400146484375,323643
2022-01-04 12:30:00-05:00,544.9600219726562,545.7650146484375,543.0999755859375,544.114990234375,544.114990234375,347293
2022-01-04 13:30:00-05:00,544.0050048828125,544.0050048828125,541.3099975585938,542.0250244140625,542.0250244140625,391206
2022-01-04 14:30:00-05:00,542.197509765625,551.8900146484375,542.197509765625,551.8900146484375,551.8900146484375,604507
2022-01-04 15:30:00-05:00,551.8300170898438,555.8300170898438,550.5599975585938,554.0999755859375,554.0999755859375,739647
2022-01-05 09:30:00-05:00,527.0,538.7449951171875,523.3099975585938,535.1099853515625,535.1099853515625,1740803
2022-01-05 10:30:00-05:00,534.5,534.9625854492188,529.8099975585938,531.2100219726562,531.2100219726562,611943
2022-01-05 11:30:00-05:00,531.1699829101562,532.9600219726562,527.4500122070312,527.6900024414062,527.6900024414062,532446
2022-01-05 12:30:00-05:00,527.6400146484375,527.8878784179688,523.3499755859375,525.030029296875,525.030029296875,848660
2022-01-05 13:30:00-05:00,524.9099731445312,525.2050170898438,517.9600219726562,519.97998046875,519.97998046875,1053136
2022-01-05 14:30:00-05:00,520.030029296875,521.5999755859375,514.0,514.2999877929688,514.2999877929688,944605
2022-01-05 15:30:00-05:00,514.2219848632812,516.8800048828125,514.0499877929688,514.280029296875,514.280029296875,1078447
2022-01-06 09:30:00-05:00,510.0,526.3099975585938,508.20001220703125,520.406982421875,520.406982421875,1447460
2022-01-06 10:30:00-05:00,520.739990234375,524.6500244140625,516.6400146484375,523.7249755859375,523.7249755859375,610412
2022-01-06 11:30:00-05:00,523.8499755859375,523.9299926757812,516.8300170898438,518.2750244140625,518.2750244140625,381803
2022-01-06 12:30:00-05:00,518.5499877929688,519.8699951171875,514.4299926757812,514.6799926757812,514.6799926757812,290743
