Date,Open,High,Low,Close,Adj Close,Volume,Pivot_1,Pivot_2,Pivot_3,Pivot_4,Pivot_5,feature_rsi,feature_vwap,feature_ema,feature_atr
2022-01-04 15:30:00,15640.271484375,15666.53125,15622.1171875,15622.1171875,15622.1171875,392168000,0,0,0,1,1,39.67911081995187,15677.815658748561,15682.351247093067,73.68233816964286
2022-01-05 09:30:00,15549.9072265625,15584.7783203125,15472.01953125,15543.384765625,15543.384765625,0,0,0,0,0,0,32.71111421737095,15677.815658748561,15670.273950742134,73.62423270089286
2022-01-05 10:30:00,15541.7724609375,15541.7724609375,15478.564453125,15503.8994140625,15503.8994140625,517847772,0,0,0,0,0,29.84382535425968,15662.897721208798,15656.472880363697,74.67766462053571
2022-01-05 11:30:00,15508.265625,15511.8857421875,15462.1103515625,15472.935546875,15472.935546875,378774000,0,0,0,0,0,27.76204318890221,15651.989862244853,15641.886094379803,75.15080915178571
2022-01-05 12:30:00,15472.3525390625,15472.3525390625,15379.0146484375,15414.7314453125,15414.7314453125,403652000,0,0,0,0,0,24.287830011648936,15638.082851869538,15624.531484542069,80.07777622767857
2022-01-05 13:30:00,15414.232421875,15453.25,15294.583984375,15307.939453125,15307.939453125,452085000,0,0,0,0,0,19.422755105868177,15619.930037618642,15601.211015873503,88.53934151785714
2022-01-05 14:30:00,15308.642578125,15324.6787109375,15154.0625,15165.443359375,15165.443359375,640335000,0,0,0,0,0,15.038012612824389,15586.523705372269,15570.180801670353,97.66343470982143
2022-01-05 15:30:00,15164.4931640625,15206.1884765625,15098.0859375,15099.9833984375,15099.9833984375,437819000,0,0,0,0,0,13.509611129341792,15562.416475639702,15537.736870173496,102.46986607142857
2022-01-06 09:30:00,15040.5263671875,15172.2177734375,14915.806640625,15069.201171875,15069.201171875,0,0,0,-1,-1,-1,12.840143280060474,15562.416475639702,15506.34267278241,111.39822823660714
2022-01-06 10:30:00,15067.330078125,15198.447265625,15067.330078125,15132.234375,15132.234375,612065000,0,0,1,1,1,21.527042898236957,15532.583457149765,15481.953336868663,105.56270926339286
2022-01-06 11:30:00,15135.732421875,15167.3642578125,15089.322265625,15149.638671875,15149.638671875,398566000,0,0,0,0,-1,23.81421021305073,15515.407058077666,15460.837209277603,107.17822265625
2022-01-06 12:30:00,15149.5947265625,15197.6025390625,15101.4072265625,15101.4072265625,15101.4072265625,333581000,0,0,0,0,0,21.885786634176412,15502.064658199042,15438.540513833617,111.56305803571429
2022-01-06 13:30:00,15101.4638671875,15157.791015625,15094.60546875,15122.70703125,15122.70703125,330492000,0,0,0,0,0,24.81876988667578,15489.452083063246,15419.38534029598,112.35853794642857
2022-01-06 14:30:00,15123.138671875,15178.947265625,15112.533203125,15128.9599609375,15128.9599609375,378009000,0,0,0,0,1,25.712063643445347,15476.579461282256,15402.140776435257,109.41273716517857
2022-01-06 15:30:00,15127.955078125,15135.8046875,15048.4638671875,15082.2578125,15082.2578125,389758000,0,0,0,0,0,23.442555717341023,15462.385745892254,15383.52247978649,112.47893415178571
2022-01-07 09:30:00,15090.427734375,15170.3486328125,15010.177734375,15016.232421875,15016.232421875,0,0,0,0,0,0,20.6336707946311,15462.385745892254,15362.54327453035,113.19845145089286
2022-01-07 10:30:00,15014.8349609375,15027.4072265625,14879.67578125,14961.4501953125,14961.4501953125,545489177,0,0,0,0,-1,18.614816354455442,15437.715151867907,15340.036226338718,119.12067522321429
2022-01-07 11:30:00,14962.6611328125,15015.498046875,14950.205078125,14976.38671875,14976.38671875,373008000,0,0,0,0,1,20.916330912017003,15422.975776522379,15319.969398218878,120.22907366071429
2022-01-07 12:30:00,14976.4951171875,15005.5947265625,14950.2099609375,14972.8212890625,14972.8212890625,320968000,0,0,0,0,0,20.763427094581132,15410.912039269773,15301.114190743527,117.47649274553571
2022-01-07 13:30:00,14972.6123046875,14992.1884765625,14917.2841796875,14934.4228515625,14934.4228515625,307416000,0,0,0,0,-1,19.121182615623155,15399.241053866215,15281.49374791942,111.49351283482143
2022-01-07 14:30:00,14933.69140625,15012.228515625,14930.865234375,14961.115234375,14961.115234375,358112000,0,0,0,0,0,23.697736178091773,15386.939833032908,15264.592881957486,105.11830357142857
