Datetime,Open,High,Low,Close,Adj Close,Volume,Pivot
2022-01-03 09:30:00-05:00,36321.58984375,36502.51171875,36246.44921875,36462.05859375,36462.05859375,0,1
2022-01-03 10:30:00-05:00,36464.80078125,36468.328125,36324.19921875,36368.12890625,36368.12890625,42963180,-1
2022-01-03 11:30:00-05:00,36367.87890625,36420.0390625,36280.3515625,36417.359375,36417.359375,30389408,0
2022-01-03 12:30:00-05:00,36417.33984375,36441.12109375,36367.41015625,36441.12109375,36441.12109375,26296165,0
2022-01-03 13:30:00-05:00,36441.05078125,36524.0,36419.5390625,36504.6015625,36504.6015625,30818008,0
2022-01-03 14:30:00-05:00,36504.4296875,36557.2890625,36491.890625,36550.8984375,36550.8984375,31853052,0
2022-01-03 15:30:00-05:00,36551.33984375,36595.8203125,36501.4296875,36582.26953125,36582.26953125,42543554,0
2022-01-04 09:30:00-05:00,36636.0,36907.05859375,36636.0,36906.73828125,36906.73828125,0,0
2022-01-04 10:30:00-05:00,36907.26171875,36929.828125,36795.69921875,36827.171875,36827.171875,65738204,0
2022-01-04 11:30:00-05:00,36826.83984375,36866.7890625,36794.7109375,36848.37890625,36848.37890625,44870352,0
2022-01-04 12:30:00-05:00,36847.6796875,36847.6796875,36772.078125,36787.94140625,36787.94140625,36079649,0
2022-01-04 13:30:00-05:00,36787.3984375,36809.76953125,36735.5703125,36809.76953125,36809.76953125,37911693,0
2022-01-04 14:30:00-05:00,36810.80859375,36876.0390625,36810.80859375,36870.640625,36870.640625,43463799,0
2022-01-04 15:30:00-05:00,36870.33984375,36895.46875,36796.25,36797.359375,36797.359375,54505377,0
2022-01-05 09:30:00-05:00,36722.6015625,36904.75,36722.6015625,36897.3515625,36897.3515625,0,0
2022-01-05 10:30:00-05:00,36897.6796875,36924.578125,36831.9296875,36879.890625,36879.890625,52339423,0
2022-01-05 11:30:00-05:00,36880.359375,36950.37109375,36853.671875,36947.6484375,36947.6484375,39861746,1
2022-01-05 12:30:00-05:00,36947.890625,36952.6484375,36850.91015625,36860.87109375,36860.87109375,39449957,0
2022-01-05 13:30:00-05:00,36861.01171875,36921.890625,36691.80859375,36708.890625,36708.890625,42168111,0
2022-01-05 14:30:00-05:00,36708.55078125,36727.2109375,36523.8515625,36537.08984375,36537.08984375,57770057,0
2022-01-05 15:30:00-05:00,36535.640625,36577.80078125,36400.390625,36412.1796875,36412.1796875,67398703,0
2022-01-06 09:30:00-05:00,36409.05078125,36464.19140625,36203.53125,36267.87109375,36267.87109375,101729181,0
2022-01-06 10:30:00-05:00,36267.48046875,36374.6484375,36220.37890625,36293.3203125,36293.3203125,52212889,0
2022-01-06 11:30:00-05:00,36290.87890625,36370.140625,36264.7109375,36365.3984375,36365.3984375,35206334,0
2022-01-06 12:30:00-05:00,36365.37109375,36448.390625,36289.0703125,36291.98046875,36291.98046875,28912005,0
2022-01-06 13:30:00-05:00,36292.078125,36320.91015625,36238.9296875,36270.19921875,36270.19921875,30321892,0
2022-01-06 14:30:00-05:00,36271.91015625,36371.41015625,36250.6015625,36306.828125,36306.828125,34514754,0
2022-01-06 15:30:00-05:00,36306.51171875,36309.921875,36200.6796875,36236.390625,36236.390625,49605836,0
2022-01-07 09:30:00-05:00,36249.58984375,36258.3984375,36141.37890625,36222.05078125,36222.05078125,0,0
2022-01-07 10:30:00-05:00,36221.69140625,36241.80859375,36111.53125,36240.30078125,36240.30078125,47862096,0
2022-01-07 11:30:00-05:00,36238.75,36382.83984375,36222.3984375,36311.328125,36311.328125,35226378,0
2022-01-07 12:30:00-05:00,36311.3203125,36344.76171875,36289.8203125,36323.828125,36323.828125,33476763,0
2022-01-07 13:30:00-05:00,36323.55078125,36349.078125,36272.578125,36304.94921875,36304.94921875,28369756,0
2022-01-07 14:30:00-05:00,36304.6015625,36375.05859375,36293.25,36316.19921875,36316.19921875,35412468,0
2022-01-07 15:30:00-05:00,36318.94921875,36339.25,36224.30859375,36228.98046875,36228.98046875,46381013,0
2022-01-10 09:30:00-05:00,36175.2109375,36175.2109375,35687.75,35716.921875,35716.921875,0,-1
2022-01-10 10:30:00-05:00,35717.078125,35844.4296875,35639.91015625,35834.3984375,35834.3984375,55865815,0
2022-01-10 11:30:00-05:00,35833.640625,35833.640625,35709.87109375,35778.390625,35778.390625,35565799,0
2022-01-10 12:30:00-05:00,35778.359375,35874.1015625,35747.3203125,35841.4296875,35841.4296875,38593241,0
2022-01-10 13:30:00-05:00,35842.08984375,36015.66015625,35828.078125,35978.30859375,35978.30859375,37712346,0
2022-01-10 14:30:00-05:00,35977.80859375,36002.8203125,35873.6015625,35928.828125,35928.828125,39454734,0
2022-01-10 15:30:00-05:00,35928.37109375,36085.30859375,35904.8515625,36065.01171875,36065.01171875,50825408,0
2022-01-11 09:30:00-05:00,36058.8515625,36093.390625,35769.37890625,35882.01953125,35882.01953125,0,0
2022-01-11 10:30:00-05:00,35885.859375,36044.921875,35808.66015625,36031.37109375,36031.37109375,50170908,0
2022-01-11 11:30:00-05:00,36031.26953125,36143.76953125,36011.41015625,36055.62890625,36055.62890625,40383020,0
2022-01-11 12:30:00-05:00,36056.1015625,36165.921875,36053.9296875,36157.19921875,36157.19921875,27941426,0
2022-01-11 13:30:00-05:00,36157.5390625,36192.37109375,36132.69140625,36189.46875,36189.46875,27835345,0
2022-01-11 14:30:00-05:00,36189.328125,36271.46875,36169.05078125,36250.8515625,36250.8515625,36470409,0
2022-01-11 15:30:00-05:00,36250.62109375,36266.1484375,36184.73828125,36249.859375,36249.859375,46235920,0
2022-01-12 09:30:00-05:00,36336.16015625,36453.48828125,36324.5703125,36353.5,36353.5,0,0
2022-01-12 10:30:00-05:00,36359.53125,36371.7109375,36168.1484375,36265.87109375,36265.87109375,45840981,0
2022-01-12 11:30:00-05:00,36266.1796875,36321.55078125,36237.1484375,36292.8203125,36292.8203125,27387623,0
2022-01-12 12:30:00-05:00,36292.76171875,36362.1484375,36279.7890625,36285.80078125,36285.80078125,23689448,0
2022-01-12 13:30:00-05:00,36285.96875,36303.8203125,36201.25,36275.91015625,36275.91015625,23691772,0
2022-01-12 14:30:00-05:00,36276.28125,36278.44140625,36196.01171875,36247.76953125,36247.76953125,31452649,0
2022-01-12 15:30:00-05:00,36247.8203125,36341.390625,36228.140625,36296.609375,36296.609375,36442492,0
2022-01-13 09:30:00-05:00,36312.48828125,36478.4296875,36312.48828125,36437.6015625,36437.6015625,0,0
2022-01-13 10:30:00-05:00,36437.51953125,36488.8515625,36355.3984375,36487.80859375,36487.80859375,43685082,1
2022-01-13 11:30:00-05:00,36485.91015625,36513.87890625,36243.69921875,36298.21875,36298.21875,37968452,0
