Datetime,Open,High,Low,Close,Adj Close,Volume,Pivot
2022-01-03 09:30:00-05:00,145.0550079345703,145.8509979248047,143.71273803710938,144.70050048828125,144.70050048828125,342601,-1
2022-01-03 10:30:00-05:00,144.57550048828125,145.5,144.5,144.63101196289062,144.63101196289062,166696,0
2022-01-03 11:30:00-05:00,144.71824645996094,145.0342559814453,144.4499969482422,144.78700256347656,144.78700256347656,83782,0
2022-01-03 12:30:00-05:00,144.8564910888672,145.6165008544922,144.80050659179688,145.51800537109375,145.51800537109375,98901,0
2022-01-03 13:30:00-05:00,145.51998901367188,145.51998901367188,144.91949462890625,144.95550537109375,144.95550537109375,129103,0
2022-01-03 14:30:00-05:00,144.9770050048828,145.39324951171875,144.81100463867188,145.08248901367188,145.08248901367188,147839,0
2022-01-03 15:30:00-05:00,145.10848999023438,145.2864990234375,144.5,144.97500610351562,144.97500610351562,211296,0
2022-01-04 09:30:00-05:00,145.39151000976562,146.48489379882812,144.89999389648438,145.59024047851562,145.59024047851562,296763,1
2022-01-04 10:30:00-05:00,145.5175018310547,145.83743286132812,144.0500030517578,144.2969970703125,144.2969970703125,174435,0
2022-01-04 11:30:00-05:00,144.3300018310547,144.99050903320312,144.31524658203125,144.66000366210938,144.66000366210938,131791,0
2022-01-04 12:30:00-05:00,144.58837890625,144.64950561523438,143.95449829101562,144.02149963378906,144.02149963378906,120895,0
2022-01-04 13:30:00-05:00,144.03500366210938,144.20346069335938,143.71624755859375,143.85150146484375,143.85150146484375,97264,0
2022-01-04 14:30:00-05:00,143.89649963378906,144.83999633789062,143.89649963378906,144.7989959716797,144.7989959716797,102459,0
2022-01-04 15:30:00-05:00,144.79251098632812,145.1405029296875,144.33749389648438,144.3800048828125,144.3800048828125,185572,0
2022-01-05 09:30:00-05:00,144.1999969482422,144.1999969482422,142.375,142.59469604492188,142.59469604492188,314763,0
2022-01-05 10:30:00-05:00,142.59449768066406,142.59449768066406,141.39999389648438,141.67750549316406,141.67750549316406,309080,0
2022-01-05 11:30:00-05:00,141.67250061035156,141.7060089111328,140.61949157714844,140.75888061523438,140.75888061523438,308561,0
2022-01-05 12:30:00-05:00,140.73001098632812,140.88900756835938,140.02499389648438,140.85044860839844,140.85044860839844,236471,0
2022-01-05 13:30:00-05:00,140.7935028076172,140.96800231933594,139.75100708007812,139.97299194335938,139.97299194335938,250698,0
2022-01-05 14:30:00-05:00,140.02224731445312,140.0489959716797,138.41600036621094,138.79100036621094,138.79100036621094,494237,0
2022-01-05 15:30:00-05:00,138.7685089111328,138.96746826171875,137.68800354003906,137.7310028076172,137.7310028076172,456592,-1
2022-01-06 09:30:00-05:00,137.16250610351562,139.54598999023438,137.0814971923828,138.9532470703125,138.9532470703125,581228,0
2022-01-06 10:30:00-05:00,138.87350463867188,139.90899658203125,138.83599853515625,139.17098999023438,139.17098999023438,305355,1
2022-01-06 11:30:00-05:00,139.23275756835938,139.39199829101562,138.48049926757812,138.86500549316406,138.86500549316406,112716,0
2022-01-06 12:30:00-05:00,138.9499969482422,139.25999450683594,138.05050659179688,138.10150146484375,138.10150146484375,118137,0
2022-01-06 13:30:00-05:00,138.135498046875,138.22799682617188,137.50050354003906,137.5904998779297,137.5904998779297,152721,0
2022-01-06 14:30:00-05:00,137.57980346679688,138.43154907226562,137.57980346679688,138.114501953125,138.114501953125,119402,0
2022-01-06 15:30:00-05:00,138.1177520751953,138.1363983154297,137.4290008544922,137.79251098632812,137.79251098632812,247916,0
2022-01-07 09:30:00-05:00,138.10350036621094,138.19775390625,137.05050659179688,137.156494140625,137.156494140625,308080,0
2022-01-07 10:30:00-05:00,137.1529998779297,137.39199829101562,135.8174591064453,136.927001953125,136.927001953125,256768,0
2022-01-07 11:30:00-05:00,136.92276000976562,137.2375030517578,136.6824951171875,136.92599487304688,136.92599487304688,104765,0
2022-01-07 12:30:00-05:00,136.79100036621094,137.4499969482422,136.72799682617188,137.24591064453125,137.24591064453125,112130,0
2022-01-07 13:30:00-05:00,137.2790069580078,137.5074920654297,136.4564971923828,136.63929748535156,136.63929748535156,122290,0
2022-01-07 14:30:00-05:00,136.625,137.24525451660156,136.6020050048828,136.83499145507812,136.83499145507812,110696,0
2022-01-07 15:30:00-05:00,136.82025146484375,137.49349975585938,136.80699157714844,137.01199340820312,137.01199340820312,225503,0
2022-01-10 09:30:00-05:00,135.60000610351562,135.64849853515625,133.19924926757812,133.55250549316406,133.55250549316406,609590,-1
2022-01-10 10:30:00-05:00,133.5185089111328,135.46400451660156,133.1645050048828,135.3990020751953,135.3990020751953,255911,0
2022-01-10 11:30:00-05:00,135.29449462890625,135.99949645996094,135.04251098632812,135.10000610351562,135.10000610351562,185063,0
2022-01-10 12:30:00-05:00,135.0,136.67276000976562,134.71400451660156,136.5,136.5,160767,0
2022-01-10 13:30:00-05:00,136.5,138.37892150878906,136.4300079345703,138.37892150878906,138.37892150878906,250092,0
