Date,Open,High,Low,Close,Adj Close,Volume,Pivot_1,Pivot_2,Pivot_3,Pivot_4,Pivot_5,feature_rsi,feature_vwap,feature_ema,feature_atr
2022-01-04 15:30:00,144.79251098632812,145.1405029296875,144.33749389648438,144.3800048828125,144.3800048828125,185572,0,0,0,0,1,46.248632659475916,144.86973602137002,144.69561947451453,0.9693799700055804
2022-01-05 09:30:00,144.1999969482422,144.1999969482422,142.375,142.59469604492188,142.59469604492188,314763,0,0,0,0,0,31.476378343736556,144.65057922579726,144.51303246071262,0.9598617553710938
2022-01-05 10:30:00,142.59449768066406,142.59449768066406,141.39999389648438,141.67750549316406,141.67750549316406,309080,0,0,0,0,0,26.697245413813704,144.3577663866175,144.27782034219928,0.973769051688058
2022-01-05 11:30:00,141.67250061035156,141.7060089111328,140.61949157714844,140.75888061523438,140.75888061523438,308561,0,0,0,0,0,22.898512076780875,144.03887740243533,143.99814960866635,1.0096446446010046
2022-01-05 12:30:00,140.73001098632812,140.88900756835938,140.02499389648438,140.85044860839844,140.85044860839844,236471,0,0,0,0,0,24.073303888941965,143.80292229138334,143.75766532639526,1.0121100289481026
2022-01-05 13:30:00,140.7935028076172,140.96800231933594,139.75100708007812,139.97299194335938,139.97299194335938,250698,0,0,0,0,0,20.765688337032344,143.56146516760097,143.47888270304625,1.0561458042689733
2022-01-05 14:30:00,140.02224731445312,140.0489959716797,138.41600036621094,138.79100036621094,138.79100036621094,494237,0,0,0,0,0,17.277248934443207,143.0351359831573,143.14506721467333,1.1311994280133928
2022-01-05 15:30:00,138.7685089111328,138.96746826171875,137.68800354003906,137.7310028076172,137.7310028076172,456592,0,0,0,0,0,14.83856363996972,142.55438940935147,142.7714931933487,1.1664112636021204
2022-01-06 09:30:00,137.16250610351562,139.54598999023438,137.0814971923828,138.9532470703125,138.9532470703125,581228,0,0,-1,-1,-1,27.67918861039324,142.10774355574975,142.5156519139976,1.2292393275669642
2022-01-06 10:30:00,138.87350463867188,139.90899658203125,138.83599853515625,139.17098999023438,139.17098999023438,305355,0,0,1,1,1,29.738100063604946,141.95345712374652,142.29760253187985,1.178208487374442
2022-01-06 11:30:00,139.23275756835938,139.39199829101562,138.48049926757812,138.86500549316406,138.86500549316406,112716,0,0,0,0,0,28.494503769303392,141.8928883884994,142.0794864970681,1.1937789916992188
2022-01-06 12:30:00,138.9499969482422,139.25999450683594,138.05050659179688,138.10150146484375,138.10150146484375,118137,0,0,0,0,0,25.582393317832214,141.8229083882735,141.83271821114425,1.2297777448381697
2022-01-06 13:30:00,138.135498046875,138.22799682617188,137.50050354003906,137.5904998779297,137.5904998779297,152721,0,0,0,0,0,23.806024663619212,141.71860642607732,141.57542937750782,1.2469406127929688
2022-01-06 14:30:00,137.57980346679688,138.43154907226562,137.57980346679688,138.114501953125,138.114501953125,119402,0,0,0,0,0,29.297933927245182,141.6460367497919,141.36993017451485,1.2371728079659599
2022-01-06 15:30:00,138.1177520751953,138.1363983154297,137.4290008544922,137.79251098632812,137.79251098632812,247916,0,0,0,0,0,27.947584275469524,141.49407062993924,141.16171198476425,1.2303434099469865
2022-01-07 09:30:00,138.10350036621094,138.19775390625,137.05050659179688,137.156494140625,137.156494140625,308080,0,0,0,0,0,25.422684515429225,141.30630259459835,140.9329383345175,1.1690750122070312
2022-01-07 10:30:00,137.1529998779297,137.39199829101562,135.8174591064453,136.927001953125,136.927001953125,256768,0,0,0,-1,-1,24.54964688344586,141.13439796027396,140.70814811035203,1.1962062290736608
2022-01-07 11:30:00,136.92276000976562,137.2375030517578,136.6824951171875,136.92599487304688,136.92599487304688,104765,0,0,0,0,0,24.54561163689661,141.0714547286757,140.49944215213654,1.1582412719726562
2022-01-07 12:30:00,136.79100036621094,137.4499969482422,136.72799682617188,137.24591064453125,137.24591064453125,112130,0,0,0,0,0,28.612012340084405,141.00920200565483,140.3227279198379,1.1480974469866072
2022-01-07 13:30:00,137.2790069580078,137.5074920654297,136.4564971923828,136.63929748535156,136.63929748535156,122290,0,0,0,1,1,25.742303638426662,140.9388735683312,140.12563971917893,1.1362402779715401
2022-01-07 14:30:00,136.625,137.24525451660156,136.6020050048828,136.83499145507812,136.83499145507812,110696,0,0,0,0,-1,28.27404832439113,140.87763972258202,139.95204878567918,1.0655441284179688
2022-01-07 15:30:00,136.82025146484375,137.49349975585938,136.80699157714844,137.01199340820312,137.01199340820312,225503,0,0,0,0,1,30.608442788635074,140.76474685835137,139.7990241244857,1.0231900896344865
2022-01-10 09:30:00,135.60000610351562,135.64849853515625,133.19924926757812,133.55250549316406,133.55250549316406,609590,0,0,0,0,0,18.069406936224567,140.26857105511627,139.478023179604,1.1194937569754464
2022-01-10 10:30:00,133.5185089111328,135.46400451660156,133.1645050048828,135.3990020751953,135.3990020751953,255911,0,-1,-1,-1,-1,33.8486706944867,140.09824606147055,139.27092826390327,1.2071010044642858
2022-01-10 11:30:00,135.29449462890625,135.99949645996094,135.04251098632812,135.10000610351562,135.10000610351562,185063,0,0,0,0,0,32.73499607984189,139.99658776575512,139.06158641971803,1.2103500366210938
2022-01-10 12:30:00,135.0,136.67276000976562,134.71400451660156,136.5,136.5,160767,0,0,0,0,0,42.413090229604705,139.922453614995,138.93441412269715,1.263869149344308
2022-01-10 13:30:00,136.5,138.37892150878906,136.4300079345703,138.37892150878906,138.37892150878906,250092,0,0,0,0,0,52.43326067787518,139.86150255485146,138.90712085953763,1.3511134556361608
2022-01-10 14:30:00,138.40200805664062,138.81948852539062,137.6374969482422,138.1737518310547,138.1737518310547,224217,0,0,0,0,1,51.36852566552793,139.8213600868773,138.87144177259586,1.3747024536132812
2022-01-10 15:30:00,138.06500244140625,138.7740020751953,137.802001953125,138.7115020751953,138.7115020751953,288438,0,0,0,0,0,54.03720911123538,139.77914199797536,138.8637332886509,1.3936026436941964
2022-01-11 09:30:00,137.5,138.60302734375,136.69224548339844,137.75949096679688,137.75949096679688,311074,0,0,0,0,-1,48.859058478226935,139.71282006959316,138.81098670742432,1.4558890206473214
2022-01-11 10:30:00,137.83599853515625,139.63760375976562,137.1479949951172,139.45550537109375,139.45550537109375,178880,0,0,0,0,0,56.887964567404715,139.6955467576921,138.84151252703958,1.5212511335100447
2022-01-11 11:30:00,139.45449829101562,140.21600341796875,139.10250854492188,139.57369995117188,139.57369995117188,155299,0,0,0,0,1,57.39646332757622,139.69455581501558,138.8759103098271,1.561143057686942
2022-01-11 12:30:00,139.52049255371094,139.875,139.26158142089844,139.64151000976562,139.64151000976562,89829,0,0,0,0,0,57.70865976132694,139.6936628550422,138.91160069120383,1.553387233189174
2022-01-11 13:30:00,139.6374969482422,139.74398803710938,139.22525024414062,139.67124938964844,139.67124938964844,95563,0,0,0,0,-1,57.85641405867646,139.6923061008726,138.94675345554873,1.515368870326451
2022-01-11 14:30:00,139.57901000976562,139.79150390625,139.25,139.53399658203125,139.53399658203125,117123,0,0,0,0,0,56.85630990364674,139.69043448847353,138.973737656644,1.508101327078683
2022-01-11 15:30:00,139.5814971923828,139.8489990234375,139.3564910888672,139.79849243164062,139.79849243164062,143391,0,0,0,0,0,58.369157247413064,139.69013100681,139.01138213738466,1.494244166782924
2022-01-12 09:30:00,141.14999389648438,142.60775756835938,140.69448852539062,142.28201293945312,142.28201293945312,378581,0,0,0,1,1,69.3706767024778,139.76498615508967,139.15971093500696,1.4225670950753349
2022-01-12 10:30:00,142.2060089111328,142.24449157714844,141.10000610351562,141.76100158691406,141.76100158691406,213283,0,0,0,0,-1,65.4144672693163,139.80188754203843,139.2769645179192,1.3427461896623885
2022-01-12 11:30:00,141.82350158691406,142.26800537109375,141.3520050048828,141.65249633789062,141.65249633789062,85143,0,0,0,0,1,64.57775068025107,139.8166491193832,139.3834182238717,1.3398186819893974
2022-01-12 12:30:00,141.6165008544922,142.11050415039062,141.38800048828125,141.48500061035156,141.48500061035156,72729,0,0,0,0,0,63.216075111225905,139.82846592555816,139.4770713827265,1.2515149797712053
2022-01-12 13:30:00,141.49000549316406,141.8280029296875,141.34201049804688,141.73074340820312,141.73074340820312,58367,0,0,0,0,0,64.41695472049477,139.83769919544343,139.57696794243668,1.1470206124441964
2022-01-12 14:30:00,141.7477569580078,141.77349853515625,141.1852569580078,141.2584991455078,141.2584991455078,93908,0,0,0,0,0,60.290609755626676,139.85049848347316,139.6511247393845,1.1046098981584822
2022-01-12 15:30:00,141.24949645996094,141.67449951171875,141.18475341796875,141.43051147460938,141.43051147460938,151259,0,0,0,0,-1,61.276262768723434,139.8709945091066,139.72921556017056,1.0701631818498885
2022-01-13 09:30:00,141.54000854492188,142.85000610351562,141.41751098632812,142.09649658203125,142.09649658203125,231754,0,1,1,0,1,64.95079843210596,139.9148653285835,139.83262393826413,1.0282516479492188
2022-01-13 10:30:00,142.0814971923828,142.2372589111328,140.59524536132812,142.02049255371094,142.02049255371094,216377,0,0,0,0,0,64.19244824844462,139.94530505370705,139.9277701768993,0.9677091326032367
2022-01-13 11:30:00,141.94699096679688,142.07650756835938,140.13299560546875,140.23199462890625,140.23199462890625,158696,0,0,0,0,0,49.38918264464959,139.95654485196187,139.94094403472278,1.026996067592076
2022-01-13 12:30:00,140.1750030517578,140.56192016601562,139.62220764160156,140.17050170898438,140.17050170898438,161981,0,0,0,0,0,48.96564665321998,139.9586524602923,139.95084412496234,1.0503027779715401
2022-01-13 13:30:00,140.35350036621094,140.5084991455078,139.218994140625,139.2864990234375,139.2864990234375,128981,0,0,0,0,0,43.161103403452955,139.95570044313018,139.92230466126375,1.1053575788225447
2022-01-13 14:30:00,139.26651000976562,139.6300048828125,138.843994140625,139.32249450683594,139.32249450683594,183875,0,0,0,0,0,43.45883457059723,139.94573700921512,139.89663363040725,1.1228223528180803
2022-01-13 15:30:00,139.3574981689453,139.46749877929688,138.40899658203125,138.6529998779297,138.6529998779297,261794,0,0,0,0,0,39.283628592956184,139.92353251214737,139.843597877393,1.163250514439174
2022-01-14 09:30:00,137.07901000976562,140.74200439453125,136.99850463867188,139.9720001220703,139.9720001220703,433543,0,0,-1,-1,-1,49.67494219973603,139.90139129571259,139.8490549750505,1.2299815586635046
2022-01-14 10:30:00,139.92950439453125,140.13674926757812,138.74600219726562,139.15899658203125,139.15899658203125,194349,0,0,1,1,1,44.54831172800279,139.89348830426738,139.81982348709977,1.244891575404576
2022-01-14 11:30:00,139.35549926757812,140.0904998779297,139.3300018310547,139.72125244140625,139.72125244140625,117306,0,0,0,0,0,48.55399334987713,139.89195573420463,139.81566102164084,1.2459989275251115
