Date,Open,High,Low,Close,Adj Close,Volume,Pivot_1,Pivot_2,Pivot_3,Pivot_4,Pivot_5,feature_rsi,feature_vwap,feature_ema,feature_atr
2022-01-04 15:30:00,329.6700134277344,330.29998779296875,328.9200134277344,329.0400085449219,329.0400085449219,3342101,0,0,0,1,1,40.16452391048782,331.1347352616729,330.71796469077753,2.6287057059151784
2022-01-05 09:30:00,324.75,325.55999755859375,320.80999755859375,323.2300109863281,323.2300109863281,9016632,0,0,0,0,-1,25.44006444056741,329.9080715745271,330.0672017514317,2.629420689174107
2022-01-05 10:30:00,323.20001220703125,323.2099914550781,321.5799865722656,322.9739990234375,322.9739990234375,3624919,0,0,0,0,0,24.99950848350187,329.47974332622977,329.47880768578165,2.6400865827287947
2022-01-05 11:30:00,322.989990234375,323.2499084472656,321.5859069824219,321.6400146484375,321.6400146484375,2384783,0,0,0,0,1,22.75914794677739,329.2083587666029,328.85581292916,2.641087123325893
2022-01-05 12:30:00,321.6449890136719,321.67999267578125,320.1499938964844,321.3550109863281,321.3550109863281,3413643,0,0,0,0,0,22.293504971001013,328.7978675777126,328.28275183742153,2.668515886579241
2022-01-05 13:30:00,321.3599853515625,324.0,319.510009765625,319.989990234375,319.989990234375,4174613,0,0,0,0,0,20.14050158208552,328.3549280147598,327.6718991691655,2.8505423409598216
2022-01-05 14:30:00,320.010009765625,320.4490966796875,317.7300109863281,317.92999267578125,317.92999267578125,5106892,0,0,0,0,0,17.377562926367546,327.71502684730274,326.9781959061336,2.9754769461495534
2022-01-05 15:30:00,317.9599914550781,319.2702941894531,315.9800109863281,315.9800109863281,315.9800109863281,6328061,0,0,0,0,0,15.221285306136565,326.90742606995957,326.2193138798302,3.098355974469866
2022-01-06 09:30:00,312.92999267578125,318.65020751953125,312.6199951171875,317.4599914550781,317.4599914550781,12051985,0,0,0,-1,-1,23.119781714561597,325.5603608356747,325.6323961738508,3.331941877092634
2022-01-06 10:30:00,317.4100036621094,318.69000244140625,315.07000732421875,315.5299987792969,315.5299987792969,5545545,0,0,0,1,1,20.4141034882131,325.05882221800744,324.97378805141545,3.1040845598493303
2022-01-06 11:30:00,315.54998779296875,316.79998779296875,314.6499938964844,315.95001220703125,315.95001220703125,3628807,0,0,0,0,0,22.565512196953833,324.73756312376116,324.40039415052706,3.054083687918527
2022-01-06 12:30:00,315.94000244140625,317.84619140625,314.82000732421875,314.8870849609375,314.8870849609375,3280273,0,0,0,0,0,20.99839379302452,324.4673151070673,323.8102504010757,3.178553989955357
2022-01-06 13:30:00,314.8800048828125,316.2099914550781,314.3699951171875,314.82000732421875,314.82000732421875,2797478,0,0,0,0,0,20.89847802097229,324.231355806781,323.26499577869043,3.198553902762277
2022-01-06 14:30:00,314.8349914550781,316.2200012207031,314.625,315.1199951171875,315.1199951171875,2995983,0,0,0,0,0,22.69313085170029,323.9964986207491,322.7813707443936,3.086768014090402
2022-01-06 15:30:00,315.1300048828125,315.3999938964844,313.0400085449219,313.8399963378906,313.8399963378906,4402107,0,0,0,0,0,20.525506484144913,323.62723773835563,322.26095177896957,3.156768798828125
2022-01-07 09:30:00,314.1099853515625,316.5,312.4800109863281,312.82000732421875,312.82000732421875,7042535,0,0,0,0,0,18.951830657206344,323.08152671824297,321.72169538674854,2.856052943638393
2022-01-07 10:30:00,312.8450012207031,313.5199890136719,310.0899963378906,312.54998779296875,312.54998779296875,5041969,0,0,-1,-1,-1,18.541296094047993,322.65427838980895,321.20703164531653,2.9831935337611606
2022-01-07 11:30:00,312.5299987792969,314.45001220703125,312.1003112792969,313.1120910644531,313.1120910644531,3223402,0,0,0,0,0,22.360650356385463,322.4262777578535,320.76033839292194,3.032172066824777
2022-01-07 12:30:00,313.0799865722656,314.5,312.3299865722656,313.8800048828125,313.8800048828125,2084126,0,0,0,0,0,27.431552283774025,322.29001063938523,320.38663589415853,3.077887398856027
2022-01-07 13:30:00,313.8999938964844,314.510009765625,313.3299865722656,313.8399963378906,313.8399963378906,2252019,0,0,0,0,0,27.33009731174444,322.15269052410645,320.03634682709014,2.841461181640625
2022-01-07 14:30:00,313.8500061035156,315.689697265625,313.69000244140625,314.760009765625,314.760009765625,3674407,0,0,1,1,1,33.499951281655754,321.95933958396944,319.75800523526726,2.790076119559152
2022-01-07 15:30:00,314.739990234375,315.3800048828125,313.8800048828125,314.1099853515625,314.1099853515625,3262305,0,0,0,0,0,31.442358244997422,321.7901197975986,319.46403583056167,2.662198747907366
2022-01-10 09:30:00,308.75,310.010009765625,305.22100830078125,306.30999755859375,306.30999755859375,10145228,0,0,0,0,0,17.42902921347911,320.83254000445805,318.78806590818937,2.866396222795759
2022-01-10 10:30:00,306.3340148925781,308.94000244140625,304.69000244140625,308.6199951171875,308.6199951171875,5615810,0,-1,-1,-1,-1,27.821947783816483,320.36283717504523,318.2718254403414,2.9113965715680803
2022-01-10 11:30:00,308.6400146484375,308.659912109375,305.8299865722656,305.9800109863281,305.9800109863281,3347094,0,0,0,0,0,24.048213561643266,320.0860829328716,317.65488966277536,2.959963117327009
2022-01-10 12:30:00,305.9599914550781,310.3500061035156,305.6199951171875,309.94830322265625,309.94830322265625,4617141,0,0,0,0,0,37.86770514112854,319.7721781059455,317.27228914138135,3.0816650390625
2022-01-10 13:30:00,309.92999267578125,312.3667907714844,309.2900085449219,311.9700012207031,311.9700012207031,4044942,0,0,0,0,0,43.57376520208438,319.5712749681716,317.01176949459705,3.170006888253348
2022-01-10 14:30:00,311.9800109863281,312.8988037109375,310.4800109863281,311.739990234375,311.739990234375,4213651,0,0,0,0,0,43.08269602355812,319.3836427737978,316.7552925188071,3.228849138532366
2022-01-10 15:30:00,311.7300109863281,314.7200012207031,311.1700134277344,314.0899963378906,314.0899963378906,4670162,0,0,0,0,1,49.43428922425328,319.2276145528279,316.6268353993239,3.313849312918527
2022-01-11 09:30:00,311.7349853515625,313.8699951171875,309.8900146484375,312.29998779296875,312.29998779296875,6442360,0,0,0,0,-1,45.23931718239577,318.9802785852704,316.4201539362004,3.3267059326171875
2022-01-11 10:30:00,312.32000732421875,315.54998779296875,310.5,315.239990234375,315.239990234375,3711917,0,0,0,0,0,52.46668312361018,318.879129309338,316.36425879101824,3.442419869559152
2022-01-11 11:30:00,315.239990234375,316.6099853515625,314.4389953613281,314.82000732421875,314.82000732421875,3587240,0,0,0,0,1,51.40931671297177,318.8131092729315,316.2917106636214,3.429654802594866
2022-01-11 12:30:00,314.8399963378906,315.45001220703125,313.95001220703125,315.03338623046875,315.03338623046875,2229766,0,0,0,0,0,51.94607553231574,318.7678735183854,316.2330506629469,3.3817967006138394
2022-01-11 13:30:00,315.04998779296875,315.6050109863281,313.8900146484375,314.4464111328125,314.4464111328125,2256409,0,0,0,0,0,50.279318418031885,318.72127192384824,316.1503738697125,3.420009068080357
2022-01-11 14:30:00,314.44000244140625,316.19000244140625,314.0899963378906,315.25,315.25,3037637,0,0,0,0,0,52.55300741662394,318.66811611927676,316.1090011086437,3.4271741594587053
2022-01-11 15:30:00,315.25,315.489990234375,313.29998779296875,314.989990234375,314.989990234375,3909662,0,0,0,0,-1,51.71820870404788,318.59095666828773,316.05792582592693,3.4764600481305803
2022-01-12 09:30:00,319.6700134277344,323.4100036621094,318.17999267578125,322.4599914550781,322.4599914550781,10211954,0,1,1,1,1,67.76606671310833,318.72098716152163,316.3482706415113,3.442962646484375
2022-01-12 10:30:00,322.42999267578125,322.55999755859375,317.80999755859375,318.6000061035156,318.6000061035156,6147838,0,0,0,0,-1,57.07267508624616,318.74680248996054,316.4497679695769,3.4786769321986606
2022-01-12 11:30:00,318.6000061035156,320.19000244140625,318.260009765625,319.2311096191406,319.2311096191406,2547206,0,0,0,0,0,58.24780533610212,318.75223014557434,316.57440706033833,3.414396013532366
2022-01-12 12:30:00,319.2900085449219,320.239990234375,318.79998779296875,318.9700012207031,318.9700012207031,2218143,0,0,0,0,1,57.53690700506664,318.7579260136996,316.6811623138538,3.1793954031808034
2022-01-12 13:30:00,318.95001220703125,319.3898010253906,318.0,319.07989501953125,319.07989501953125,2313480,0,0,0,0,0,57.77352819293611,318.75858316404066,316.78748885216663,3.058896745954241
2022-01-12 14:30:00,319.05999755859375,319.1400146484375,317.0799865722656,317.7200012207031,317.7200012207031,2786540,0,0,0,0,0,53.731569249971386,318.74925956427046,316.82861335240705,3.033270699637277
2022-01-12 15:30:00,317.70001220703125,318.79998779296875,317.3399963378906,318.2900085449219,318.2900085449219,3077947,0,0,0,0,0,55.165855702038066,318.74134932726196,316.89274867938076,2.8839852469308034
2022-01-13 09:30:00,320.4657897949219,320.8800048828125,316.9100036621094,317.7699890136719,317.7699890136719,5082618,0,0,0,0,0,53.514832867850814,318.7366783108021,316.93106859126686,2.867558070591518
2022-01-13 10:30:00,317.7300109863281,318.010009765625,312.1099853515625,314.3699951171875,314.3699951171875,5327947,0,0,0,0,0,44.10079069365256,318.6521290649039,316.81969238421016,2.9282749720982144
2022-01-13 11:30:00,314.3699951171875,314.5696105957031,309.2200012207031,310.0,310.0,4419712,0,0,0,0,0,35.375241768015286,318.5218155795606,316.52437865358496,3.1553192138671875
2022-01-13 12:30:00,309.989990234375,310.8290100097656,308.6000061035156,310.07000732421875,310.07000732421875,5173237,0,0,0,0,-1,35.597930014849624,318.3460787640752,316.2460222065353,3.207390921456473
2022-01-13 13:30:00,309.989990234375,311.0400085449219,309.1600036621094,309.239990234375,309.239990234375,3638846,0,0,0,0,1,34.079068436219075,318.22638884400754,315.9450515292748,3.21917724609375
2022-01-13 14:30:00,309.2449951171875,309.5050048828125,305.7850036621094,306.989990234375,306.989990234375,7077350,0,0,0,0,0,30.260866797103432,317.9395758928702,315.56178750293856,3.3348911830357144
2022-01-13 15:30:00,307.0,307.3999938964844,304.0,304.82000732421875,304.82000732421875,8465248,0,0,0,0,0,27.069914015743862,317.5537191757613,315.1036957220126,3.421319144112723
2022-01-14 09:30:00,304.25,309.7200012207031,303.75,307.0899963378906,307.0899963378906,12008322,0,0,-1,-1,-1,34.90337185228603,317.10595258356324,314.76311335721937,3.2463182721819197
2022-01-14 10:30:00,307.1199951171875,308.8599853515625,306.1600036621094,306.885009765625,306.885009765625,5164532,0,0,0,0,0,34.53791748922994,316.93262393972475,314.42938987447917,3.099888392857143
2022-01-14 11:30:00,306.8699951171875,309.1700134277344,306.5400085449219,308.69000244140625,308.69000244140625,4021851,0,0,0,0,0,40.520286855198904,316.81312657433256,314.18702659449576,3.1498892647879466
2022-01-14 12:30:00,308.67999267578125,309.2300109863281,306.7699890136719,307.3699951171875,307.3699951171875,3521545,0,0,0,0,1,37.7667997315044,316.70709340769935,313.900021053657,3.222747802734375
2022-01-14 13:30:00,307.3599853515625,308.919189453125,306.8500061035156,307.7699890136719,307.7699890136719,2769058,0,0,0,0,-1,39.13405773054204,316.62596801430743,313.64268161644196,3.271275111607143
2022-01-14 14:30:00,307.760009765625,309.8900146484375,307.6700134277344,309.760009765625,309.760009765625,3794236,0,0,0,0,0,45.618495922041156,316.5328050196078,313.4801359592754,3.2827017647879466
2022-01-14 15:30:00,309.760009765625,310.82000732421875,308.25,310.20001220703125,310.20001220703125,4841008,0,0,1,1,1,46.98093200261589,316.427354593621,313.34317836480415,3.3619886125837053
2022-01-18 09:30:00,303.5,309.79998779296875,302.3800048828125,309.55999755859375,309.55999755859375,11609120,0,0,0,0,-1,45.184631248267,316.0970664092821,313.18561614141566,3.636989048549107
2022-01-18 10:30:00,309.5600891113281,309.5600891113281,305.05999755859375,305.6700134277344,305.6700134277344,4456953,0,0,0,0,1,36.046338656128114,315.9699057380674,312.873365223114,3.536993844168527
2022-01-18 11:30:00,305.6700134277344,306.6600036621094,304.5799865722656,305.37811279296875,305.37811279296875,3150230,0,0,0,0,0,35.45928198856038,315.87042296520195,312.5626841007986,3.3034515380859375
2022-01-18 12:30:00,305.3599853515625,305.5,303.30010986328125,303.8269958496094,303.8269958496094,3825545,0,0,0,0,0,32.40037052899575,315.7369045205087,312.201393808343,3.3013719831194197
2022-01-18 13:30:00,303.82000732421875,304.75,303.4100036621094,303.989990234375,303.989990234375,2939037,0,0,0,0,0,33.062319166558396,315.63499873640365,311.8625128410517,3.2627999441964284
2022-01-18 14:30:00,303.9800109863281,304.9599914550781,302.55999755859375,303.3500061035156,303.3500061035156,3827917,0,0,0,0,0,31.731392192061193,315.5001162385298,311.51192554045815,3.168513706752232
2022-01-18 15:30:00,303.3399963378906,303.3599853515625,301.739990234375,302.7699890136719,302.7699890136719,5078161,0,0,-1,-1,-1,30.516828065627152,315.31110740191673,311.1525968005977,3.0413709368024553
2022-01-19 09:30:00,306.2900085449219,313.9093017578125,305.29998779296875,310.4501037597656,310.4501037597656,13037410,0,0,1,1,1,55.25586977000711,315.11410788831404,311.1237759355447,3.410607474190848
2022-01-19 10:30:00,310.4800109863281,310.760009765625,306.2900085449219,307.2300109863281,307.2300109863281,6600101,0,0,-1,-1,-1,47.5175524290767,314.98736433763156,310.9643169559621,3.5370374407087053
2022-01-19 11:30:00,307.239990234375,311.1099853515625,306.6600036621094,311.0575866699219,311.0575866699219,5520070,0,0,0,0,0,55.583516007944986,314.9073694998132,310.9681299515924,3.6670357840401784
2022-01-19 12:30:00,311.0799865722656,311.3500061035156,309.760009765625,309.9079895019531,309.9079895019531,3894471,0,0,1,1,1,52.91873170004706,314.85993144683505,310.92486200713387,3.604891095842634
2022-01-19 13:30:00,309.8890075683594,310.1300048828125,307.69000244140625,307.7850036621094,307.7850036621094,3062256,0,0,0,0,0,48.25779216613077,314.8087026460672,310.79691810689525,3.631378173828125
2022-01-19 14:30:00,307.7900085449219,308.92999267578125,306.69000244140625,306.7970886230469,306.7970886230469,3481640,0,0,0,0,0,46.192431391732356,314.74176051861747,310.6341812551153,3.632805960518973
2022-01-19 15:30:00,306.79998779296875,307.0899963378906,302.70001220703125,303.30999755859375,303.30999755859375,5311837,0,0,-1,-1,-1,39.65691826570404,314.59930852183146,310.336627384746,3.7628043038504466
2022-01-20 09:30:00,309.0,311.6494140625,307.45001220703125,309.8599853515625,309.8599853515625,8629031,0,0,1,1,1,53.21943032758677,314.49139329360844,310.3172904977121,3.7999049595424106
2022-01-20 10:30:00,309.8699951171875,311.19000244140625,309.3301086425781,310.80938720703125,310.80938720703125,3594895,0,0,0,0,-1,54.82492789674303,314.45492856622707,310.3372273846733,3.6113194056919644
2022-01-20 11:30:00,310.79998779296875,311.3399963378906,309.6600036621094,310.260009765625,310.260009765625,3041777,0,0,0,0,1,53.662347172561894,314.42440837415614,310.3341030342644,3.5827462332589284
2022-01-20 12:30:00,310.260009765625,310.6099853515625,307.7099914550781,308.4700012207031,308.4700012207031,2708208,0,0,0,0,0,49.901131116241345,314.3876536673435,310.25877230172637,3.632753644670759
2022-01-20 13:30:00,308.5,309.0199890136719,306.8800048828125,307.0007019042969,307.0007019042969,2745520,0,0,0,0,0,46.95415651212506,314.3421584753929,310.127266746932,3.6898956298828125
2022-01-20 14:30:00,306.9800109863281,307.11309814453125,304.5400085449219,305.05999755859375,305.05999755859375,3705483,0,0,0,0,0,43.271934443594326,314.2631372403401,309.9229708635793,3.7022596086774553
2022-01-20 15:30:00,305.0299987792969,305.32000732421875,301.1400146484375,301.6400146484375,301.6400146484375,6387258,0,0,0,0,0,37.60288530177065,314.08631337641077,309.58939618410653,3.8851165771484375
2022-01-21 09:30:00,300.5,303.2488098144531,297.6199951171875,299.12799072265625,299.12799072265625,13504901,0,0,-1,-1,-1,34.03048255069494,313.6450954264533,309.16853482259233,3.491509573800223
2022-01-21 10:30:00,299.1300048828125,303.9100036621094,298.88970947265625,303.79998779296875,303.79998779296875,8029300,0,0,0,0,0,44.69149634488171,313.43586750561155,308.952777504,3.530816214425223
2022-01-21 11:30:00,303.82000732421875,304.1099853515625,300.9100036621094,301.7250061035156,301.7250061035156,5600634,0,0,1,1,1,41.44629824130001,313.2950075470646,308.6625820398401,3.441530500139509
2022-01-21 12:30:00,301.75,302.7900085449219,299.20001220703125,299.8900146484375,299.8900146484375,4022700,0,0,0,0,0,38.732951780372126,313.18146907512374,308.3106917195801,3.584387642996652
2022-01-21 13:30:00,299.8900146484375,301.5799865722656,299.3599853515625,299.5299987792969,299.5299987792969,4359906,0,0,0,0,0,38.19773068190277,313.05616753075634,307.9587910804173,3.5686732700892856
2022-01-21 14:30:00,299.54998779296875,300.943603515625,297.0299987792969,297.2300109863281,297.2300109863281,6331804,0,0,0,0,0,34.8422744758078,312.8542405371796,307.52918752780056,3.6882171630859375
2022-01-21 15:30:00,297.2349853515625,299.6499938964844,295.6099853515625,295.760009765625,295.760009765625,7060377,0,0,0,0,0,32.831403583691795,312.6144394680993,307.05831336916816,3.6632189069475447
2022-01-24 09:30:00,292.20001220703125,292.79998779296875,286.0,287.3699951171875,287.3699951171875,17213508,0,0,0,0,0,24.15237501504241,311.76441260757446,306.2712260437835,3.7646898542131697
2022-01-24 10:30:00,287.29998779296875,288.8299865722656,283.5899963378906,284.6700134277344,284.6700134277344,10083785,0,0,0,0,0,22.10128010186638,311.23218766493244,305.4083234839019,4.006125313895089
2022-01-24 11:30:00,284.635009765625,285.04998779296875,276.04998779296875,280.2300109863281,280.2300109863281,12056387,-1,-1,-1,-1,-1,19.179344587221564,310.498511025582,304.4032616592136,4.528982979910714
2022-01-24 12:30:00,280.1700134277344,290.1000061035156,279.8699951171875,286.1700134277344,286.1700134277344,11311863,0,0,0,0,0,32.25144084422682,309.94919917242174,303.6759418719072,5.052555629185268
